date,home_team,away_team,home_score,away_score,tournament
11/16/2020,United States,Panama,6,2,Friendly
11/17/2020,Croatia,Portugal,2,3,UEFA Nations League
11/17/2020,France,Sweden,4,2,UEFA Nations League
11/17/2020,Spain,Germany,6,0,UEFA Nations League
11/17/2020,Switzerland,Ukraine,3,0,UEFA Nations League
11/17/2020,Luxembourg,Azerbaijan,0,0,UEFA Nations League
11/17/2020,Montenegro,Cyprus,4,0,UEFA Nations League
11/17/2020,Andorra,Latvia,0,5,UEFA Nations League
11/17/2020,Malta,Faroe Islands,1,1,UEFA Nations League
11/17/2020,Gibraltar,Liechtenstein,1,1,UEFA Nations League
11/17/2020,Bangladesh,Nepal,0,0,Friendly
11/17/2020,Japan,Mexico,0,2,Friendly
11/17/2020,South Korea,Qatar,2,1,Friendly
11/17/2020,Saudi Arabia,Jamaica,1,2,Friendly
11/17/2020,Uzbekistan,Iraq,1,2,Friendly
11/17/2020,Ecuador,Colombia,6,1,FIFA World Cup qualification
11/17/2020,Venezuela,Chile,2,1,FIFA World Cup qualification
11/17/2020,Peru,Argentina,0,2,FIFA World Cup qualification
11/17/2020,Paraguay,Bolivia,2,2,FIFA World Cup qualification
11/17/2020,Uruguay,Brazil,0,2,FIFA World Cup qualification
11/18/2020,Bosnia and Herzegovina,Italy,0,2,UEFA Nations League
11/18/2020,Poland,Netherlands,1,2,UEFA Nations League
11/18/2020,England,Iceland,4,0,UEFA Nations League
11/18/2020,Belgium,Denmark,4,2,UEFA Nations League
11/18/2020,Northern Ireland,Romania,1,1,UEFA Nations League
11/18/2020,Austria,Norway,1,1,UEFA Nations League
11/18/2020,Czech Republic,Slovakia,2,0,UEFA Nations League
11/18/2020,Israel,Scotland,1,0,UEFA Nations League
11/18/2020,Hungary,Turkey,2,0,UEFA Nations League
11/18/2020,Serbia,Russia,5,0,UEFA Nations League
11/18/2020,Republic of Ireland,Bulgaria,0,0,UEFA Nations League
11/18/2020,Wales,Finland,3,1,UEFA Nations League
11/18/2020,Armenia,North Macedonia,1,0,UEFA Nations League
11/18/2020,Georgia,Estonia,0,0,UEFA Nations League
11/18/2020,Kosovo,Moldova,1,0,UEFA Nations League
11/18/2020,Greece,Slovenia,0,0,UEFA Nations League
11/18/2020,Albania,Belarus,3,2,UEFA Nations League
11/18/2020,Kazakhstan,Lithuania,1,2,UEFA Nations League
12/4/2020,Qatar,Bangladesh,5,0,FIFA World Cup qualification
12/9/2020,United States,El Salvador,6,0,Friendly
1/12/2021,United Arab Emirates,Iraq,0,0,Friendly
1/18/2021,Kuwait,Palestine,0,1,Friendly
1/19/2021,Dominican Republic,Puerto Rico,0,1,Friendly
1/22/2021,Guatemala,Puerto Rico,1,0,Friendly
1/25/2021,Dominican Republic,Serbia,0,0,Friendly
1/27/2021,Iraq,Kuwait,2,1,Friendly
1/28/2021,Panama,Serbia,0,0,Friendly
1/31/2021,United States,Trinidad and Tobago,7,0,Friendly
2/1/2021,Jordan,Tajikistan,2,0,Friendly
2/5/2021,Jordan,Tajikistan,0,1,Friendly
2/15/2021,Jordan,Uzbekistan,0,2,Friendly
2/24/2021,Guatemala,Nicaragua,1,0,Friendly
3/13/2021,Kenya,South Sudan,1,0,Friendly
3/15/2021,Kenya,Tanzania,2,1,Friendly
3/17/2021,Ethiopia,Malawi,4,0,Friendly
3/20/2021,Oman,Jordan,0,0,Friendly
3/24/2021,Belarus,Honduras,1,1,Friendly
3/24/2021,Jordan,Lebanon,1,0,Friendly
3/24/2021,Kosovo,Lithuania,4,0,Friendly
3/24/2021,Qatar,Luxembourg,1,0,Friendly
3/24/2021,Antigua and Barbuda,Montserrat,2,2,FIFA World Cup qualification
3/24/2021,Suriname,Cayman Islands,3,0,FIFA World Cup qualification
3/24/2021,Guatemala,Cuba,1,0,FIFA World Cup qualification
3/24/2021,Dominican Republic,Dominica,1,0,FIFA World Cup qualification
3/24/2021,Saint Kitts and Nevis,Puerto Rico,1,0,FIFA World Cup qualification
3/24/2021,Portugal,Azerbaijan,1,0,FIFA World Cup qualification
3/24/2021,Serbia,Republic of Ireland,3,2,FIFA World Cup qualification
3/24/2021,France,Ukraine,1,1,FIFA World Cup qualification
3/24/2021,Finland,Bosnia and Herzegovina,2,2,FIFA World Cup qualification
3/24/2021,Belgium,Wales,3,1,FIFA World Cup qualification
3/24/2021,Estonia,Czech Republic,2,6,FIFA World Cup qualification
3/24/2021,Turkey,Netherlands,4,2,FIFA World Cup qualification
3/24/2021,Gibraltar,Norway,0,3,FIFA World Cup qualification
3/24/2021,Latvia,Montenegro,1,2,FIFA World Cup qualification
3/24/2021,Malta,Russia,1,3,FIFA World Cup qualification
3/24/2021,Slovenia,Croatia,1,0,FIFA World Cup qualification
3/24/2021,Cyprus,Slovakia,0,0,FIFA World Cup qualification
3/24/2021,Chad,Namibia,0,3,African Cup of Nations qualification
3/24/2021,Guinea,Mali,1,0,African Cup of Nations qualification
3/24/2021,South Sudan,Malawi,0,1,African Cup of Nations qualification
3/24/2021,Uganda,Burkina Faso,0,0,African Cup of Nations qualification
3/24/2021,São Tomé and Príncipe,Sudan,0,2,African Cup of Nations qualification
3/24/2021,Rwanda,Mozambique,1,0,African Cup of Nations qualification
3/24/2021,Ethiopia,Madagascar,4,0,African Cup of Nations qualification
3/25/2021,Bahrain,Syria,3,1,Friendly
3/25/2021,India,Oman,1,1,Friendly
3/25/2021,Japan,South Korea,3,0,Friendly
3/25/2021,Saudi Arabia,Kuwait,1,0,Friendly
3/25/2021,United States,Jamaica,4,1,Friendly
3/25/2021,El Salvador,Grenada,2,0,FIFA World Cup qualification
3/25/2021,Canada,Bermuda,5,1,FIFA World Cup qualification
3/25/2021,Curaçao,Saint Vincent and the Grenadines,5,0,FIFA World Cup qualification
3/25/2021,Panama,Barbados,1,0,FIFA World Cup qualification
3/25/2021,Haiti,Belize,2,0,FIFA World Cup qualification
3/25/2021,Trinidad and Tobago,Guyana,3,0,FIFA World Cup qualification
3/25/2021,Spain,Greece,1,1,FIFA World Cup qualification
3/25/2021,Sweden,Georgia,1,0,FIFA World Cup qualification
3/25/2021,Bulgaria,Switzerland,1,3,FIFA World Cup qualification
3/25/2021,Italy,Northern Ireland,2,0,FIFA World Cup qualification
3/25/2021,Israel,Denmark,0,2,FIFA World Cup qualification
3/25/2021,Scotland,Austria,2,2,FIFA World Cup qualification
3/25/2021,Moldova,Faroe Islands,1,1,FIFA World Cup qualification
3/25/2021,England,San Marino,5,0,FIFA World Cup qualification
3/25/2021,Andorra,Albania,0,1,FIFA World Cup qualification
3/25/2021,Hungary,Poland,3,3,FIFA World Cup qualification
3/25/2021,Germany,Iceland,3,0,FIFA World Cup qualification
3/25/2021,Liechtenstein,Armenia,0,1,FIFA World Cup qualification
3/25/2021,Romania,North Macedonia,3,2,FIFA World Cup qualification
3/25/2021,South Africa,Ghana,1,1,African Cup of Nations qualification
3/25/2021,Gambia,Angola,1,0,African Cup of Nations qualification
3/25/2021,Gabon,DR Congo,3,0,African Cup of Nations qualification
3/25/2021,Comoros,Togo,0,0,African Cup of Nations qualification
3/25/2021,Kenya,Egypt,1,1,African Cup of Nations qualification
3/25/2021,Botswana,Zimbabwe,0,1,African Cup of Nations qualification
3/25/2021,Zambia,Algeria,3,3,African Cup of Nations qualification
3/25/2021,Equatorial Guinea,Tanzania,1,0,African Cup of Nations qualification
3/25/2021,Libya,Tunisia,2,5,African Cup of Nations qualification
3/25/2021,Tajikistan,Mongolia,3,0,FIFA World Cup qualification
3/26/2021,Chile,Bolivia,2,1,Friendly
3/26/2021,Burundi,Central African Republic,2,2,African Cup of Nations qualification
3/26/2021,Mauritania,Morocco,0,0,African Cup of Nations qualification
3/26/2021,Cape Verde,Cameroon,3,1,African Cup of Nations qualification
3/26/2021,Eswatini,Guinea-Bissau,1,3,African Cup of Nations qualification
3/26/2021,Congo,Senegal,0,0,African Cup of Nations qualification
3/26/2021,Niger,Ivory Coast,0,3,African Cup of Nations qualification
3/27/2021,Bosnia and Herzegovina,Costa Rica,0,0,Friendly
3/27/2021,Nepal,Bangladesh,0,0,Friendly
3/27/2021,Qatar,Azerbaijan,2,1,Friendly
3/27/2021,Wales,Mexico,1,0,Friendly
3/27/2021,United States Virgin Islands,Antigua and Barbuda,0,3,FIFA World Cup qualification
3/27/2021,Aruba,Suriname,0,6,FIFA World Cup qualification
3/27/2021,British Virgin Islands,Guatemala,0,3,FIFA World Cup qualification
3/27/2021,Republic of Ireland,Luxembourg,0,1,FIFA World Cup qualification
3/27/2021,Serbia,Portugal,2,2,FIFA World Cup qualification
3/27/2021,Belarus,Estonia,4,2,FIFA World Cup qualification
3/27/2021,Czech Republic,Belgium,1,1,FIFA World Cup qualification
3/27/2021,Montenegro,Gibraltar,4,1,FIFA World Cup qualification
3/27/2021,Netherlands,Latvia,2,0,FIFA World Cup qualification
3/27/2021,Norway,Turkey,0,3,FIFA World Cup qualification
3/27/2021,Russia,Slovenia,2,1,FIFA World Cup qualification
3/27/2021,Croatia,Cyprus,1,0,FIFA World Cup qualification
3/27/2021,Slovakia,Malta,2,2,FIFA World Cup qualification
3/27/2021,Lesotho,Sierra Leone,0,0,African Cup of Nations qualification
3/27/2021,Benin,Nigeria,0,1,African Cup of Nations qualification
3/28/2021,Greece,Honduras,2,1,Friendly
3/28/2021,Northern Ireland,United States,1,2,Friendly
3/28/2021,Montserrat,El Salvador,1,1,FIFA World Cup qualification
3/28/2021,Cuba,Curaçao,1,2,FIFA World Cup qualification
3/28/2021,Dominica,Panama,1,2,FIFA World Cup qualification
3/28/2021,Puerto Rico,Trinidad and Tobago,1,1,FIFA World Cup qualification
3/28/2021,Georgia,Spain,1,2,FIFA World Cup qualification
3/28/2021,Kosovo,Sweden,0,3,FIFA World Cup qualification
3/28/2021,Switzerland,Lithuania,1,0,FIFA World Cup qualification
3/28/2021,Bulgaria,Italy,0,2,FIFA World Cup qualification
3/28/2021,Kazakhstan,France,0,2,FIFA World Cup qualification
3/28/2021,Ukraine,Finland,1,1,FIFA World Cup qualification
3/28/2021,Denmark,Moldova,8,0,FIFA World Cup qualification
3/28/2021,Austria,Faroe Islands,3,1,FIFA World Cup qualification
3/28/2021,Israel,Scotland,1,1,FIFA World Cup qualification
3/28/2021,Albania,England,0,2,FIFA World Cup qualification
3/28/2021,Poland,Andorra,3,0,FIFA World Cup qualification
3/28/2021,San Marino,Hungary,0,3,FIFA World Cup qualification
3/28/2021,Armenia,Iceland,2,0,FIFA World Cup qualification
3/28/2021,North Macedonia,Liechtenstein,5,0,FIFA World Cup qualification
3/28/2021,Romania,Germany,0,1,FIFA World Cup qualification
3/28/2021,Namibia,Guinea,2,1,African Cup of Nations qualification
3/28/2021,Mali,Chad,3,0,African Cup of Nations qualification
3/28/2021,Ghana,São Tomé and Príncipe,3,1,African Cup of Nations qualification
3/28/2021,Sudan,South Africa,2,0,African Cup of Nations qualification
3/28/2021,Tunisia,Equatorial Guinea,2,1,African Cup of Nations qualification
3/28/2021,Tanzania,Libya,1,0,African Cup of Nations qualification
3/29/2021,Ecuador,Bolivia,2,1,Friendly
3/29/2021,Kuwait,Lebanon,1,1,Friendly
3/29/2021,Nepal,Bangladesh,2,1,Friendly
3/29/2021,Uzbekistan,Iraq,0,1,Friendly
3/29/2021,Cayman Islands,Canada,0,11,FIFA World Cup qualification
3/29/2021,Burkina Faso,South Sudan,1,0,African Cup of Nations qualification
3/29/2021,Malawi,Uganda,1,0,African Cup of Nations qualification
3/29/2021,Angola,Gabon,2,0,African Cup of Nations qualification
3/29/2021,DR Congo,Gambia,1,0,African Cup of Nations qualification
3/29/2021,Togo,Kenya,1,2,African Cup of Nations qualification
3/29/2021,Egypt,Comoros,4,0,African Cup of Nations qualification
3/29/2021,Algeria,Botswana,5,0,African Cup of Nations qualification
3/29/2021,Zimbabwe,Zambia,0,2,African Cup of Nations qualification
3/29/2021,United Arab Emirates,India,6,0,Friendly
3/30/2021,Bahrain,Jordan,1,2,Friendly
3/30/2021,Costa Rica,Mexico,0,1,Friendly
3/30/2021,Iran,Syria,3,0,Friendly
3/30/2021,Republic of Ireland,Qatar,1,1,Friendly
3/30/2021,Grenada,United States Virgin Islands,1,0,FIFA World Cup qualification
3/30/2021,Bermuda,Aruba,5,0,FIFA World Cup qualification
3/30/2021,Saint Vincent and the Grenadines,British Virgin Islands,3,0,FIFA World Cup qualification
3/30/2021,Azerbaijan,Serbia,1,2,FIFA World Cup qualification
3/30/2021,Luxembourg,Portugal,1,3,FIFA World Cup qualification
3/30/2021,Wales,Czech Republic,1,0,FIFA World Cup qualification
3/30/2021,Belgium,Belarus,8,0,FIFA World Cup qualification
3/30/2021,Gibraltar,Netherlands,0,7,FIFA World Cup qualification
3/30/2021,Montenegro,Norway,0,1,FIFA World Cup qualification
3/30/2021,Turkey,Latvia,3,3,FIFA World Cup qualification
3/30/2021,Cyprus,Slovenia,1,0,FIFA World Cup qualification
3/30/2021,Croatia,Malta,3,0,FIFA World Cup qualification
3/30/2021,Slovakia,Russia,2,1,FIFA World Cup qualification
3/30/2021,Saudi Arabia,Palestine,5,0,FIFA World Cup qualification
3/30/2021,Japan,Mongolia,14,0,FIFA World Cup qualification
3/30/2021,Central African Republic,Mauritania,0,1,African Cup of Nations qualification
3/30/2021,Morocco,Burundi,1,0,African Cup of Nations qualification
3/30/2021,Cameroon,Rwanda,0,0,African Cup of Nations qualification
3/30/2021,Mozambique,Cape Verde,0,1,African Cup of Nations qualification
3/30/2021,Guinea-Bissau,Congo,3,0,African Cup of Nations qualification
3/30/2021,Senegal,Eswatini,1,1,African Cup of Nations qualification
3/30/2021,Ivory Coast,Ethiopia,3,1,African Cup of Nations qualification
3/30/2021,Madagascar,Niger,0,0,African Cup of Nations qualification
3/30/2021,Nigeria,Lesotho,3,0,African Cup of Nations qualification
3/31/2021,Sweden,Estonia,1,0,Friendly
3/31/2021,Switzerland,Finland,3,2,Friendly
3/31/2021,Spain,Kosovo,3,1,FIFA World Cup qualification
3/31/2021,Greece,Georgia,1,1,FIFA World Cup qualification
3/31/2021,Northern Ireland,Bulgaria,0,0,FIFA World Cup qualification
3/31/2021,Lithuania,Italy,0,2,FIFA World Cup qualification
3/31/2021,Bosnia and Herzegovina,France,0,1,FIFA World Cup qualification
3/31/2021,Ukraine,Kazakhstan,1,1,FIFA World Cup qualification
3/31/2021,Scotland,Faroe Islands,4,0,FIFA World Cup qualification
3/31/2021,Austria,Denmark,0,4,FIFA World Cup qualification
3/31/2021,Moldova,Israel,1,4,FIFA World Cup qualification
3/31/2021,England,Poland,2,1,FIFA World Cup qualification
3/31/2021,Andorra,Hungary,1,4,FIFA World Cup qualification
3/31/2021,San Marino,Albania,0,2,FIFA World Cup qualification
3/31/2021,Armenia,Romania,3,2,FIFA World Cup qualification
3/31/2021,Germany,North Macedonia,1,2,FIFA World Cup qualification
3/31/2021,Liechtenstein,Iceland,1,4,FIFA World Cup qualification
5/23/2021,Ukraine,Bahrain,1,1,Friendly
5/24/2021,Iraq,Tajikistan,0,0,Friendly
5/24/2021,United Arab Emirates,Jordan,5,1,Friendly
5/25/2021,Indonesia,Afghanistan,2,3,Friendly
5/25/2021,Oman,Thailand,1,0,Friendly
5/27/2021,Turkey,Azerbaijan,2,1,Friendly
5/28/2021,Bahrain,Malaysia,2,0,Friendly
5/28/2021,Italy,San Marino,7,0,Friendly
5/29/2021,Indonesia,Oman,1,3,Friendly
5/29/2021,Iraq,Nepal,6,2,Friendly
5/29/2021,Mexico,Iceland,2,1,Friendly
5/29/2021,Singapore,Afghanistan,1,1,Friendly
5/29/2021,Sweden,Finland,2,0,Friendly
5/29/2021,Thailand,Tajikistan,2,2,Friendly
5/30/2021,Malta,Northern Ireland,0,3,Friendly
5/30/2021,Switzerland,United States,2,1,Friendly
5/31/2021,Jordan,Vietnam,1,1,Friendly
5/31/2021,Turkey,Guinea,0,0,Friendly
6/1/2021,Croatia,Armenia,1,1,Friendly
6/1/2021,Kosovo,San Marino,4,1,Friendly
6/1/2021,North Macedonia,Slovenia,1,1,Friendly
6/1/2021,Poland,Russia,1,1,Friendly
6/1/2021,Slovakia,Bulgaria,1,1,Friendly
6/1/2021,Lithuania,Estonia,0,1,Baltic Cup
6/2/2021,Belarus,Azerbaijan,1,2,Friendly
6/2/2021,Bosnia and Herzegovina,Montenegro,0,0,Friendly
6/2/2021,England,Austria,1,0,Friendly
6/2/2021,France,Wales,3,0,Friendly
6/2/2021,Germany,Denmark,1,1,Friendly
6/2/2021,Mozambique,Lesotho,5,0,Friendly
6/2/2021,Netherlands,Scotland,2,2,Friendly
6/2/2021,Norway,Luxembourg,1,0,Friendly
6/2/2021,Romania,Georgia,1,2,Friendly
6/2/2021,Montserrat,United States Virgin Islands,4,0,FIFA World Cup qualification
6/2/2021,Cayman Islands,Aruba,1,3,FIFA World Cup qualification
6/2/2021,Cuba,British Virgin Islands,5,0,FIFA World Cup qualification
6/3/2021,Algeria,Mauritania,4,1,Friendly
6/3/2021,Andorra,Republic of Ireland,1,4,Friendly
6/3/2021,Belgium,Greece,1,1,Friendly
6/3/2021,Switzerland,Liechtenstein,7,0,Friendly
6/3/2021,Turkey,Moldova,2,0,Friendly
6/3/2021,Ukraine,Northern Ireland,1,0,Friendly
6/3/2021,Mexico,Costa Rica,0,0,CONCACAF Nations League
6/3/2021,United States,Honduras,1,0,CONCACAF Nations League
6/3/2021,Nepal,Taiwan,2,0,FIFA World Cup qualification
6/3/2021,Iran,Hong Kong,3,1,FIFA World Cup qualification
6/3/2021,Bahrain,Cambodia,8,0,FIFA World Cup qualification
6/3/2021,Palestine,Singapore,4,0,FIFA World Cup qualification
6/3/2021,Bangladesh,Afghanistan,1,1,FIFA World Cup qualification
6/3/2021,United Arab Emirates,Malaysia,4,0,FIFA World Cup qualification
6/3/2021,Thailand,Indonesia,2,2,FIFA World Cup qualification
6/3/2021,Bolivia,Venezuela,3,1,FIFA World Cup qualification
6/3/2021,Uruguay,Paraguay,0,0,FIFA World Cup qualification
6/3/2021,Argentina,Chile,1,1,FIFA World Cup qualification
6/3/2021,Peru,Colombia,0,3,FIFA World Cup qualification
6/3/2021,Kuwait,Australia,0,3,FIFA World Cup qualification
6/3/2021,Qatar,India,1,0,FIFA World Cup qualification
6/4/2021,Faroe Islands,Iceland,0,1,Friendly
6/4/2021,Finland,Estonia,0,1,Friendly
6/4/2021,Hungary,Cyprus,1,0,Friendly
6/4/2021,Italy,Czech Republic,4,0,Friendly
6/4/2021,Kosovo,Malta,2,1,Friendly
6/4/2021,Nigeria,Cameroon,0,1,Friendly
6/4/2021,North Macedonia,Kazakhstan,4,0,Friendly
6/4/2021,Rwanda,Central African Republic,2,0,Friendly
6/4/2021,Slovenia,Gibraltar,6,0,Friendly
6/4/2021,Spain,Portugal,0,0,Friendly
6/4/2021,Latvia,Lithuania,3,1,Baltic Cup
6/4/2021,Maldives,Syria,0,4,FIFA World Cup qualification
6/4/2021,Antigua and Barbuda,Grenada,1,0,FIFA World Cup qualification
6/4/2021,Suriname,Bermuda,6,0,FIFA World Cup qualification
6/4/2021,Guatemala,Saint Vincent and the Grenadines,10,0,FIFA World Cup qualification
6/4/2021,Dominican Republic,Barbados,1,1,FIFA World Cup qualification
6/4/2021,Nicaragua,Belize,3,0,FIFA World Cup qualification
6/4/2021,Saint Kitts and Nevis,Guyana,3,0,FIFA World Cup qualification
6/4/2021,Brazil,Ecuador,2,0,FIFA World Cup qualification
6/5/2021,Guinea,Togo,0,2,Friendly
6/5/2021,Ivory Coast,Burkina Faso,2,1,Friendly
6/5/2021,Montenegro,Israel,1,3,Friendly
6/5/2021,Niger,Gambia,0,2,Friendly
6/5/2021,Russia,Bulgaria,1,0,Friendly
6/5/2021,Senegal,Zambia,3,1,Friendly
6/5/2021,Sweden,Armenia,3,1,Friendly
6/5/2021,Tunisia,DR Congo,1,0,Friendly
6/5/2021,Wales,Albania,0,0,Friendly
6/5/2021,Saudi Arabia,Yemen,3,0,FIFA World Cup qualification
6/5/2021,Lebanon,Sri Lanka,3,2,FIFA World Cup qualification
6/5/2021,South Korea,Turkmenistan,5,0,FIFA World Cup qualification
6/5/2021,United States Virgin Islands,El Salvador,0,7,FIFA World Cup qualification
6/5/2021,Aruba,Canada,0,7,FIFA World Cup qualification
6/5/2021,British Virgin Islands,Curaçao,0,8,FIFA World Cup qualification
6/6/2021,Algeria,Mali,1,0,Friendly
6/6/2021,Austria,Slovakia,0,0,Friendly
6/6/2021,Belgium,Croatia,1,0,Friendly
6/6/2021,Denmark,Bosnia and Herzegovina,2,0,Friendly
6/6/2021,England,Romania,1,0,Friendly
6/6/2021,Luxembourg,Scotland,0,1,Friendly
6/6/2021,Moldova,Azerbaijan,1,0,Friendly
6/6/2021,Netherlands,Georgia,3,0,Friendly
6/6/2021,Norway,Greece,1,2,Friendly
6/6/2021,Honduras,Costa Rica,2,2,CONCACAF Nations League
6/6/2021,United States,Mexico,3,2,CONCACAF Nations League
6/7/2021,Andorra,Gibraltar,0,0,Friendly
6/7/2021,Faroe Islands,Liechtenstein,5,1,Friendly
6/7/2021,Germany,Latvia,7,1,Friendly
6/7/2021,Rwanda,Central African Republic,5,0,Friendly
6/7/2021,Serbia,Jamaica,1,1,Friendly
6/7/2021,Ukraine,Cyprus,4,0,Friendly
6/7/2021,Guam,Syria,0,3,FIFA World Cup qualification
6/7/2021,China PR,Philippines,2,0,FIFA World Cup qualification
6/7/2021,Nepal,Jordan,0,3,FIFA World Cup qualification
6/7/2021,Australia,Taiwan,5,1,FIFA World Cup qualification
6/7/2021,Iraq,Cambodia,4,1,FIFA World Cup qualification
6/7/2021,Uzbekistan,Singapore,5,0,FIFA World Cup qualification
6/7/2021,Bangladesh,India,0,2,FIFA World Cup qualification
6/7/2021,Kyrgyzstan,Mongolia,0,1,FIFA World Cup qualification
6/7/2021,Japan,Tajikistan,4,1,FIFA World Cup qualification
6/7/2021,United Arab Emirates,Thailand,3,1,FIFA World Cup qualification
6/7/2021,Vietnam,Indonesia,4,0,FIFA World Cup qualification
6/7/2021,Bahrain,Iran,0,3,FIFA World Cup qualification
6/7/2021,Qatar,Oman,1,0,FIFA World Cup qualification
6/8/2021,Benin,Zambia,2,2,Friendly
6/8/2021,Cameroon,Nigeria,0,0,Friendly
6/8/2021,Czech Republic,Albania,3,1,Friendly
6/8/2021,France,Bulgaria,3,0,Friendly
6/8/2021,Gambia,Togo,1,0,Friendly
6/8/2021,Hungary,Republic of Ireland,0,0,Friendly
6/8/2021,Kosovo,Guinea,1,2,Friendly
6/8/2021,Morocco,Ghana,1,0,Friendly
6/8/2021,Mozambique,Eswatini,1,1,Friendly
6/8/2021,Poland,Iceland,2,2,Friendly
6/8/2021,Senegal,Cape Verde,2,0,Friendly
6/8/2021,Spain,Lithuania,4,0,Friendly
6/8/2021,Grenada,Montserrat,1,2,FIFA World Cup qualification
6/8/2021,El Salvador,Antigua and Barbuda,3,0,FIFA World Cup qualification
6/8/2021,Canada,Suriname,4,0,FIFA World Cup qualification
6/8/2021,Bermuda,Cayman Islands,1,1,FIFA World Cup qualification
6/8/2021,Saint Vincent and the Grenadines,Cuba,0,1,FIFA World Cup qualification
6/8/2021,Curaçao,Guatemala,0,0,FIFA World Cup qualification
6/8/2021,Barbados,Dominica,1,1,FIFA World Cup qualification
6/8/2021,Panama,Dominican Republic,3,0,FIFA World Cup qualification
6/8/2021,Haiti,Nicaragua,1,0,FIFA World Cup qualification
6/8/2021,Guyana,Puerto Rico,0,2,FIFA World Cup qualification
6/8/2021,Trinidad and Tobago,Saint Kitts and Nevis,2,0,FIFA World Cup qualification
6/8/2021,Ecuador,Peru,1,2,FIFA World Cup qualification
6/8/2021,Colombia,Argentina,2,2,FIFA World Cup qualification
6/8/2021,Venezuela,Uruguay,0,0,FIFA World Cup qualification
6/8/2021,Paraguay,Brazil,0,2,FIFA World Cup qualification
6/8/2021,Chile,Bolivia,1,1,FIFA World Cup qualification
6/9/2021,Turkmenistan,Lebanon,3,2,FIFA World Cup qualification
6/9/2021,Niger,Congo,0,1,Friendly
6/9/2021,Portugal,Israel,4,0,Friendly
6/9/2021,United States,Costa Rica,4,0,Friendly
6/9/2021,South Korea,Sri Lanka,5,0,FIFA World Cup qualification
6/10/2021,Estonia,Latvia,2,1,Baltic Cup
6/10/2021,South Africa,Uganda,3,2,Friendly
6/11/2021,Philippines,Guam,3,0,FIFA World Cup qualification
6/11/2021,China PR,Maldives,5,0,FIFA World Cup qualification
6/11/2021,Nepal,Australia,0,3,FIFA World Cup qualification
6/11/2021,Kuwait,Jordan,0,0,FIFA World Cup qualification
6/11/2021,Cambodia,Iran,0,10,FIFA World Cup qualification
6/11/2021,Hong Kong,Iraq,0,1,FIFA World Cup qualification
6/11/2021,Yemen,Uzbekistan,0,1,FIFA World Cup qualification
6/11/2021,Afghanistan,Oman,1,2,FIFA World Cup qualification
6/11/2021,Myanmar,Kyrgyzstan,1,8,FIFA World Cup qualification
6/11/2021,Malaysia,Vietnam,1,2,FIFA World Cup qualification
6/11/2021,Japan,Serbia,1,0,Kirin Challenge Cup
6/11/2021,DR Congo,Mali,1,1,Friendly
6/11/2021,Guinea,Niger,2,1,Friendly
6/11/2021,Kosovo,Gambia,1,0,Friendly
6/11/2021,Mauritania,Liberia,1,0,Friendly
6/11/2021,Tunisia,Algeria,0,2,Friendly
6/11/2021,Italy,Turkey,3,0,UEFA Euro
6/11/2021,Saudi Arabia,Singapore,3,0,FIFA World Cup qualification
6/11/2021,United Arab Emirates,Indonesia,5,0,FIFA World Cup qualification
6/12/2021,Haiti,Canada,0,1,FIFA World Cup qualification
6/12/2021,Panama,Curaçao,2,1,FIFA World Cup qualification
6/12/2021,Saint Kitts and Nevis,El Salvador,0,4,FIFA World Cup qualification
6/12/2021,Ghana,Ivory Coast,0,0,Friendly
6/12/2021,Mexico,Honduras,0,0,Friendly
6/12/2021,Morocco,Burkina Faso,1,0,Friendly
6/12/2021,Wales,Switzerland,1,1,UEFA Euro
6/12/2021,Denmark,Finland,0,1,UEFA Euro
6/12/2021,Russia,Belgium,0,3,UEFA Euro
6/13/2021,South Korea,Lebanon,2,1,FIFA World Cup qualification
6/13/2021,Sudan,Zambia,0,1,Friendly
6/13/2021,Tanzania,Malawi,2,0,Friendly
6/13/2021,Austria,North Macedonia,3,1,UEFA Euro
6/13/2021,Netherlands,Ukraine,3,2,UEFA Euro
6/13/2021,England,Croatia,1,0,UEFA Euro
6/13/2021,Brazil,Venezuela,3,0,Copa América
6/13/2021,Colombia,Ecuador,1,0,Copa América
6/14/2021,Libya,Liberia,0,1,Friendly
6/14/2021,Scotland,Czech Republic,0,2,UEFA Euro
6/14/2021,Poland,Slovakia,1,2,UEFA Euro
6/14/2021,Spain,Sweden,0,0,UEFA Euro
6/14/2021,Argentina,Chile,1,1,Copa América
6/14/2021,Paraguay,Bolivia,3,1,Copa América
6/15/2021,Philippines,Maldives,1,1,FIFA World Cup qualification
6/15/2021,China PR,Syria,3,1,FIFA World Cup qualification
6/15/2021,Australia,Jordan,1,0,FIFA World Cup qualification
6/15/2021,Bahrain,Hong Kong,4,0,FIFA World Cup qualification
6/15/2021,Iran,Iraq,1,0,FIFA World Cup qualification
6/15/2021,Palestine,Yemen,3,0,FIFA World Cup qualification
6/15/2021,Saudi Arabia,Uzbekistan,3,0,FIFA World Cup qualification
6/15/2021,Bangladesh,Oman,0,3,FIFA World Cup qualification
6/15/2021,India,Afghanistan,1,1,FIFA World Cup qualification
6/15/2021,Tajikistan,Myanmar,4,0,FIFA World Cup qualification
6/15/2021,Japan,Kyrgyzstan,5,1,FIFA World Cup qualification
6/15/2021,Thailand,Malaysia,0,1,FIFA World Cup qualification
6/15/2021,United Arab Emirates,Vietnam,3,2,FIFA World Cup qualification
