date,home_team,away_team,home_score,away_score,tournament
11/20/2018,South Korea,Uzbekistan,4,0,Friendly
11/20/2018,Kuwait,Syria,1,2,Friendly
11/20/2018,Nigeria,Uganda,0,0,Friendly
11/20/2018,Panama,Ecuador,1,2,Friendly
11/20/2018,Peru,Costa Rica,2,3,Friendly
11/20/2018,South Africa,Paraguay,1,1,Friendly
11/20/2018,Tunisia,Morocco,0,1,Friendly
11/20/2018,Turkey,Ukraine,0,0,Friendly
11/20/2018,United Arab Emirates,Yemen,2,0,Friendly
11/20/2018,Myanmar,Vietnam,0,0,AFF Championship
11/20/2018,Cambodia,Laos,3,1,AFF Championship
11/21/2018,Philippines,Thailand,1,1,AFF Championship
11/21/2018,Singapore,Timor-Leste,6,1,AFF Championship
11/24/2018,Vietnam,Cambodia,3,0,AFF Championship
11/24/2018,Malaysia,Myanmar,3,0,AFF Championship
11/25/2018,Indonesia,Philippines,0,0,AFF Championship
11/25/2018,Thailand,Singapore,3,0,AFF Championship
12/1/2018,Malaysia,Thailand,0,0,AFF Championship
12/2/2018,Philippines,Vietnam,1,2,AFF Championship
12/5/2018,Thailand,Malaysia,2,2,AFF Championship
12/6/2018,Vietnam,Philippines,2,1,AFF Championship
12/11/2018,Malaysia,Vietnam,2,2,AFF Championship
12/13/2018,Oman,Tajikistan,2,1,Friendly
12/15/2018,Vietnam,Malaysia,1,0,AFF Championship
12/16/2018,Oman,Tajikistan,1,0,Friendly
12/16/2018,Palestine,Pakistan,2,0,Friendly
12/20/2018,Bahrain,Tajikistan,5,0,Friendly
12/20/2018,Jordan,Kyrgyzstan,0,1,Friendly
12/23/2018,Qatar,Jordan,2,0,Friendly
12/24/2018,Iraq,China PR,2,1,Friendly
12/24/2018,Palestine,Iran,1,1,Friendly
12/25/2018,Afghanistan,Turkmenistan,0,2,Friendly
12/25/2018,Qatar,Kyrgyzstan,1,0,Friendly
12/25/2018,Vietnam,North Korea,1,1,Friendly
12/27/2018,Bahrain,Lebanon,1,0,Friendly
12/27/2018,India,Oman,0,0,Friendly
12/27/2018,Qatar,Algeria,0,1,Friendly
12/28/2018,China PR,Jordan,1,1,Friendly
12/28/2018,Iraq,Palestine,1,0,Friendly
12/28/2018,United Arab Emirates,Kuwait,0,2,Friendly
12/29/2018,Bahrain,North Korea,4,0,Friendly
12/30/2018,Australia,Oman,5,0,Friendly
12/30/2018,Yemen,Syria,0,1,Friendly
12/31/2018,South Korea,Saudi Arabia,0,0,Friendly
12/31/2018,Kyrgyzstan,Palestine,2,1,Friendly
12/31/2018,Philippines,Vietnam,2,4,Friendly
12/31/2018,Qatar,Iran,1,2,Friendly
1/2/2019,Oman,Thailand,2,0,Friendly
1/5/2019,United Arab Emirates,Bahrain,1,1,AFC Asian Cup
1/6/2019,Thailand,India,1,4,AFC Asian Cup
1/6/2019,Australia,Jordan,0,1,AFC Asian Cup
1/6/2019,Syria,Palestine,0,0,AFC Asian Cup
1/7/2019,China PR,Kyrgyzstan,2,1,AFC Asian Cup
1/7/2019,South Korea,Philippines,1,0,AFC Asian Cup
1/7/2019,Iran,Yemen,5,0,AFC Asian Cup
1/8/2019,Finland,Sweden,1,0,Friendly
1/8/2019,Iraq,Vietnam,3,2,AFC Asian Cup
1/8/2019,Saudi Arabia,North Korea,4,0,AFC Asian Cup
1/9/2019,Qatar,Lebanon,2,0,AFC Asian Cup
1/9/2019,Japan,Turkmenistan,3,2,AFC Asian Cup
1/9/2019,Uzbekistan,Oman,2,1,AFC Asian Cup
1/10/2019,Bahrain,Thailand,0,1,AFC Asian Cup
1/10/2019,Jordan,Syria,2,0,AFC Asian Cup
1/10/2019,United Arab Emirates,India,2,0,AFC Asian Cup
1/11/2019,Estonia,Finland,2,1,Friendly
1/11/2019,Iceland,Sweden,2,2,Friendly
1/11/2019,Palestine,Australia,0,3,AFC Asian Cup
1/11/2019,Philippines,China PR,0,3,AFC Asian Cup
1/11/2019,Kyrgyzstan,South Korea,0,1,AFC Asian Cup
1/12/2019,Vietnam,Iran,0,2,AFC Asian Cup
1/12/2019,Yemen,Iraq,0,3,AFC Asian Cup
1/12/2019,Lebanon,Saudi Arabia,0,2,AFC Asian Cup
1/13/2019,North Korea,Qatar,0,6,AFC Asian Cup
1/13/2019,Oman,Japan,0,1,AFC Asian Cup
1/13/2019,Turkmenistan,Uzbekistan,0,4,AFC Asian Cup
1/14/2019,India,Bahrain,0,1,AFC Asian Cup
1/14/2019,United Arab Emirates,Thailand,1,1,AFC Asian Cup
1/15/2019,Estonia,Iceland,0,0,Friendly
1/15/2019,Australia,Syria,3,2,AFC Asian Cup
1/15/2019,Palestine,Jordan,0,0,AFC Asian Cup
1/16/2019,South Korea,China PR,2,0,AFC Asian Cup
1/16/2019,Kyrgyzstan,Philippines,3,1,AFC Asian Cup
1/16/2019,Iran,Iraq,0,0,AFC Asian Cup
1/16/2019,Vietnam,Yemen,2,0,AFC Asian Cup
1/17/2019,Lebanon,North Korea,4,1,AFC Asian Cup
1/17/2019,Saudi Arabia,Qatar,0,2,AFC Asian Cup
1/17/2019,Japan,Uzbekistan,2,1,AFC Asian Cup
1/17/2019,Oman,Turkmenistan,3,1,AFC Asian Cup
1/20/2019,Iran,Oman,2,0,AFC Asian Cup
1/20/2019,Jordan,Vietnam,1,1,AFC Asian Cup
1/20/2019,Thailand,China PR,1,2,AFC Asian Cup
1/21/2019,Australia,Uzbekistan,0,0,AFC Asian Cup
1/21/2019,Japan,Saudi Arabia,1,0,AFC Asian Cup
1/21/2019,United Arab Emirates,Kyrgyzstan,3,2,AFC Asian Cup
1/22/2019,South Korea,Bahrain,2,1,AFC Asian Cup
1/22/2019,Qatar,Iraq,1,0,AFC Asian Cup
1/24/2019,China PR,Iran,0,3,AFC Asian Cup
1/24/2019,Vietnam,Japan,0,1,AFC Asian Cup
1/25/2019,South Korea,Qatar,0,1,AFC Asian Cup
1/25/2019,United Arab Emirates,Australia,1,0,AFC Asian Cup
1/27/2019,United States,Panama,3,0,Friendly
1/28/2019,Iran,Japan,0,3,AFC Asian Cup
1/29/2019,United Arab Emirates,Qatar,0,4,AFC Asian Cup
2/1/2019,Japan,Qatar,1,3,AFC Asian Cup
2/2/2019,United States,Costa Rica,2,0,Friendly
2/21/2019,Kazakhstan,Moldova,1,0,Friendly
2/27/2019,Cuba,Bermuda,5,0,Friendly
3/3/2019,Bolivia,Nicaragua,2,2,Friendly
3/4/2019,Barbados,Grenada,3,0,Friendly
3/6/2019,El Salvador,Guatemala,3,1,Friendly
3/9/2019,Cambodia,Bangladesh,0,1,Friendly
3/18/2019,Fiji,New Caledonia,3,0,Friendly
3/18/2019,Solomon Islands,Vanuatu,3,1,Friendly
3/19/2019,Myanmar,Taiwan,0,0,Friendly
3/20/2019,Germany,Serbia,1,1,Friendly
3/20/2019,Wales,Trinidad and Tobago,1,0,Friendly
3/21/2019,Kosovo,Denmark,2,2,Friendly
3/21/2019,Kuwait,Nepal,0,0,Friendly
3/21/2019,Mauritius,New Caledonia,3,1,Friendly
3/21/2019,United Arab Emirates,Saudi Arabia,2,1,Friendly
3/21/2019,United States,Ecuador,1,0,Friendly
3/21/2019,Northern Ireland,Estonia,2,0,UEFA Euro qualification
3/21/2019,Netherlands,Belarus,4,0,UEFA Euro qualification
3/21/2019,Croatia,Azerbaijan,2,1,UEFA Euro qualification
3/21/2019,Slovakia,Hungary,2,0,UEFA Euro qualification
3/21/2019,Austria,Poland,0,1,UEFA Euro qualification
3/21/2019,North Macedonia,Latvia,3,1,UEFA Euro qualification
3/21/2019,Israel,Slovenia,1,1,UEFA Euro qualification
3/21/2019,Cyprus,San Marino,5,0,UEFA Euro qualification
3/21/2019,Belgium,Russia,3,1,UEFA Euro qualification
3/21/2019,Kazakhstan,Scotland,3,0,UEFA Euro qualification
3/22/2019,Argentina,Venezuela,1,3,Friendly
3/22/2019,Guatemala,Costa Rica,1,0,Friendly
3/22/2019,Japan,Colombia,0,1,Kirin Challenge Cup
3/22/2019,South Korea,Bolivia,1,0,Friendly
3/22/2019,Mexico,Chile,3,1,Friendly
3/22/2019,Peru,Paraguay,1,0,Friendly
3/22/2019,Bulgaria,Montenegro,1,1,UEFA Euro qualification
3/22/2019,England,Czech Republic,5,0,UEFA Euro qualification
3/22/2019,Portugal,Ukraine,0,0,UEFA Euro qualification
3/22/2019,Luxembourg,Lithuania,2,1,UEFA Euro qualification
3/22/2019,Albania,Turkey,0,2,UEFA Euro qualification
3/22/2019,Andorra,Iceland,0,2,UEFA Euro qualification
3/22/2019,Moldova,France,1,4,UEFA Euro qualification
3/22/2019,Botswana,Angola,0,1,African Cup of Nations qualification
3/22/2019,Cayman Islands,Montserrat,1,2,CONCACAF Nations League qualification
3/22/2019,Saint Lucia,Aruba,3,2,CONCACAF Nations League qualification
3/23/2019,Brazil,Panama,1,1,Friendly
3/23/2019,Malaysia,Afghanistan,2,1,Friendly
3/23/2019,Oman,Singapore,1,1,Friendly
3/23/2019,Georgia,Switzerland,0,2,UEFA Euro qualification
3/23/2019,Gibraltar,Republic of Ireland,0,1,UEFA Euro qualification
3/23/2019,Malta,Faroe Islands,2,1,UEFA Euro qualification
3/23/2019,Sweden,Romania,2,1,UEFA Euro qualification
3/23/2019,Spain,Norway,2,1,UEFA Euro qualification
3/23/2019,Bosnia and Herzegovina,Armenia,2,1,UEFA Euro qualification
3/23/2019,Italy,Finland,2,0,UEFA Euro qualification
3/23/2019,Liechtenstein,Greece,0,2,UEFA Euro qualification
3/23/2019,Senegal,Madagascar,2,0,African Cup of Nations qualification
3/23/2019,Cameroon,Comoros,3,0,African Cup of Nations qualification
3/23/2019,Mali,South Sudan,3,0,African Cup of Nations qualification
3/23/2019,Ghana,Kenya,1,0,African Cup of Nations qualification
3/23/2019,Niger,Egypt,1,1,African Cup of Nations qualification
3/23/2019,Zambia,Namibia,4,1,African Cup of Nations qualification
3/23/2019,Antigua and Barbuda,Curaçao,2,1,CONCACAF Nations League qualification
3/23/2019,Guyana,Belize,2,1,CONCACAF Nations League qualification
3/23/2019,Suriname,Saint Kitts and Nevis,2,0,CONCACAF Nations League qualification
3/24/2019,Taiwan,Solomon Islands,0,1,Friendly
3/24/2019,Fiji,Mauritius,1,0,Friendly
3/24/2019,Northern Ireland,Belarus,2,1,UEFA Euro qualification
3/24/2019,Netherlands,Germany,2,3,UEFA Euro qualification
3/24/2019,Wales,Slovakia,1,0,UEFA Euro qualification
3/24/2019,Hungary,Croatia,2,1,UEFA Euro qualification
3/24/2019,Israel,Austria,4,2,UEFA Euro qualification
3/24/2019,Poland,Latvia,2,0,UEFA Euro qualification
3/24/2019,Slovenia,North Macedonia,1,1,UEFA Euro qualification
3/24/2019,San Marino,Scotland,0,2,UEFA Euro qualification
3/24/2019,Kazakhstan,Russia,0,4,UEFA Euro qualification
3/24/2019,Cyprus,Belgium,0,2,UEFA Euro qualification
3/24/2019,Benin,Togo,2,1,African Cup of Nations qualification
3/24/2019,Libya,South Africa,1,2,African Cup of Nations qualification
3/24/2019,Zimbabwe,Congo,2,0,African Cup of Nations qualification
3/24/2019,Central African Republic,Guinea,0,0,African Cup of Nations qualification
3/24/2019,Tanzania,Uganda,3,0,African Cup of Nations qualification
3/24/2019,Puerto Rico,Grenada,0,2,CONCACAF Nations League qualification
3/24/2019,Dominican Republic,Bermuda,1,3,CONCACAF Nations League qualification
3/24/2019,Haiti,Cuba,2,1,CONCACAF Nations League qualification
3/24/2019,Barbados,Nicaragua,0,1,CONCACAF Nations League qualification
3/24/2019,El Salvador,Jamaica,2,0,CONCACAF Nations League qualification
3/25/2019,Azerbaijan,Lithuania,0,0,Friendly
3/25/2019,Kuwait,Nepal,1,0,Friendly
3/25/2019,Myanmar,Indonesia,0,2,Friendly
3/25/2019,Saudi Arabia,Equatorial Guinea,3,2,Friendly
3/25/2019,Kosovo,Bulgaria,1,1,UEFA Euro qualification
3/25/2019,Montenegro,England,1,5,UEFA Euro qualification
3/25/2019,Portugal,Serbia,1,1,UEFA Euro qualification
3/25/2019,Luxembourg,Ukraine,1,2,UEFA Euro qualification
3/25/2019,Turkey,Moldova,4,0,UEFA Euro qualification
3/25/2019,Andorra,Albania,0,3,UEFA Euro qualification
3/25/2019,France,Iceland,4,0,UEFA Euro qualification
3/26/2019,Algeria,Tunisia,1,0,Friendly
3/26/2019,Costa Rica,Jamaica,1,0,Friendly
3/26/2019,Czech Republic,Brazil,1,3,Friendly
3/26/2019,Ghana,Mauritania,3,1,Friendly
3/26/2019,Gibraltar,Estonia,0,1,Friendly
3/26/2019,Honduras,Ecuador,0,0,Friendly
3/26/2019,Ivory Coast,Liberia,1,0,Friendly
3/26/2019,Japan,Bolivia,0,1,Kirin Challenge Cup
3/26/2019,South Korea,Colombia,2,1,Friendly
3/26/2019,Morocco,Argentina,0,1,Friendly
3/26/2019,Nicaragua,Guatemala,0,1,Friendly
3/26/2019,Nigeria,Egypt,1,0,Friendly
3/26/2019,Paraguay,Mexico,2,4,Friendly
3/26/2019,Peru,El Salvador,0,2,Friendly
3/26/2019,Senegal,Mali,2,1,Friendly
3/26/2019,United Arab Emirates,Syria,0,0,Friendly
3/26/2019,United States,Chile,1,1,Friendly
3/26/2019,Republic of Ireland,Georgia,1,0,UEFA Euro qualification
3/26/2019,Switzerland,Denmark,3,3,UEFA Euro qualification
3/26/2019,Malta,Spain,0,2,UEFA Euro qualification
3/26/2019,Norway,Sweden,3,3,UEFA Euro qualification
3/26/2019,Romania,Faroe Islands,4,1,UEFA Euro qualification
3/26/2019,Bosnia and Herzegovina,Greece,2,2,UEFA Euro qualification
3/26/2019,Italy,Liechtenstein,6,0,UEFA Euro qualification
3/26/2019,Armenia,Finland,0,2,UEFA Euro qualification
4/20/2019,Botswana,Seychelles,2,0,African Nations Championship qualification
4/20/2019,Eswatini,Malawi,0,0,African Nations Championship qualification
5/11/2019,Malawi,Eswatini,1,1,African Nations Championship qualification
5/11/2019,Seychelles,Botswana,1,3,African Nations Championship qualification
5/25/2019,Eswatini,Mauritius,2,2,COSAFA Cup
5/26/2019,Mozambique,Namibia,1,2,COSAFA Cup
5/26/2019,Malawi,Seychelles,3,0,COSAFA Cup
5/27/2019,Eswatini,Comoros,2,2,COSAFA Cup
5/28/2019,Seychelles,Mozambique,0,0,COSAFA Cup
5/28/2019,Namibia,Malawi,1,2,COSAFA Cup
5/28/2019,Laos,Sri Lanka,2,1,Friendly
5/29/2019,Comoros,Mauritius,2,1,COSAFA Cup
5/30/2019,Mozambique,Malawi,1,1,COSAFA Cup
5/30/2019,Namibia,Seychelles,3,0,COSAFA Cup
5/30/2019,Turkey,Greece,2,1,Friendly
5/31/2019,Laos,Sri Lanka,2,2,Friendly
6/1/2019,Lesotho,Uganda,0,0,COSAFA Cup
6/1/2019,Zimbabwe,Comoros,2,0,COSAFA Cup
6/1/2019,Venezuela,Ecuador,1,1,Friendly
6/2/2019,South Africa,Botswana,2,2,COSAFA Cup
6/2/2019,Zambia,Malawi,2,2,COSAFA Cup
6/2/2019,El Salvador,Haiti,1,0,Friendly
6/2/2019,France,Bolivia,2,0,Friendly
6/2/2019,Luxembourg,Madagascar,3,3,Friendly
6/2/2019,Malaysia,Nepal,2,0,Friendly
6/2/2019,Turkey,Uzbekistan,0,0,Friendly
6/3/2019,Colombia,Panama,3,0,Friendly
6/3/2019,Vanuatu,Tahiti,2,0,Friendly
6/4/2019,Comoros,Malawi,1,2,COSAFA Cup
6/4/2019,South Africa,Uganda,1,1,COSAFA Cup
6/5/2019,Lesotho,Botswana,1,2,COSAFA Cup
6/5/2019,Zimbabwe,Zambia,0,0,COSAFA Cup
6/5/2019,Brazil,Qatar,2,0,Friendly
6/5/2019,Japan,Trinidad and Tobago,0,0,Kirin Challenge Cup
6/5/2019,Mexico,Venezuela,3,1,Friendly
6/5/2019,Paraguay,Honduras,1,1,Friendly
6/5/2019,Peru,Costa Rica,1,0,Friendly
6/5/2019,United States,Jamaica,0,1,Friendly
6/5/2019,Portugal,Switzerland,3,1,UEFA Nations League
6/6/2019,Bermuda,Guyana,1,0,Friendly
6/6/2019,Chile,Haiti,2,1,Friendly
6/6/2019,Taiwan,Nepal,1,1,Friendly
6/6/2019,Iran,Syria,5,0,Friendly
6/6/2019,Slovakia,Jordan,5,1,Friendly
6/6/2019,Tajikistan,Afghanistan,1,1,Friendly
6/6/2019,England,Netherlands,1,3,UEFA Nations League
6/6/2019,Bhutan,Guam,1,0,FIFA World Cup qualification
6/6/2019,Cambodia,Pakistan,2,0,FIFA World Cup qualification
6/6/2019,Laos,Bangladesh,0,1,FIFA World Cup qualification
6/6/2019,Macau,Sri Lanka,1,0,FIFA World Cup qualification
6/6/2019,Mongolia,Brunei,2,0,FIFA World Cup qualification
6/7/2019,Czech Republic,Bulgaria,2,1,UEFA Euro qualification
6/7/2019,Montenegro,Kosovo,1,1,UEFA Euro qualification
6/7/2019,Lithuania,Luxembourg,1,1,UEFA Euro qualification
6/7/2019,Ukraine,Serbia,5,0,UEFA Euro qualification
6/7/2019,Georgia,Gibraltar,3,0,UEFA Euro qualification
6/7/2019,Denmark,Republic of Ireland,1,1,UEFA Euro qualification
6/7/2019,Faroe Islands,Spain,1,4,UEFA Euro qualification
6/7/2019,Norway,Romania,2,2,UEFA Euro qualification
6/7/2019,Sweden,Malta,3,0,UEFA Euro qualification
6/7/2019,Austria,Slovenia,1,0,UEFA Euro qualification
6/7/2019,North Macedonia,Poland,0,1,UEFA Euro qualification
6/7/2019,Latvia,Israel,0,3,UEFA Euro qualification
6/7/2019,Lesotho,Zimbabwe,2,2,COSAFA Cup
6/7/2019,South Africa,Malawi,0,0,COSAFA Cup
6/7/2019,Argentina,Nicaragua,5,1,Friendly
6/7/2019,China PR,Philippines,2,0,Friendly
6/7/2019,Fiji,Tahiti,1,1,Friendly
6/7/2019,Ivory Coast,Comoros,3,1,Friendly
6/7/2019,Kenya,Madagascar,1,0,Friendly
6/7/2019,South Korea,Australia,1,0,Friendly
6/7/2019,Tunisia,Iraq,2,0,Friendly
6/7/2019,Uruguay,Panama,3,0,Friendly
6/7/2019,Uzbekistan,North Korea,4,0,Friendly
6/7/2019,Malaysia,Timor-Leste,7,1,FIFA World Cup qualification
6/8/2019,Estonia,Northern Ireland,1,2,UEFA Euro qualification
6/8/2019,Belarus,Germany,0,2,UEFA Euro qualification
6/8/2019,Croatia,Wales,2,1,UEFA Euro qualification
6/8/2019,Azerbaijan,Hungary,1,3,UEFA Euro qualification
6/8/2019,Iceland,Albania,1,0,UEFA Euro qualification
6/8/2019,Moldova,Andorra,1,0,UEFA Euro qualification
6/8/2019,Turkey,France,2,0,UEFA Euro qualification
6/8/2019,Russia,San Marino,9,0,UEFA Euro qualification
6/8/2019,Scotland,Cyprus,2,1,UEFA Euro qualification
6/8/2019,Belgium,Kazakhstan,3,0,UEFA Euro qualification
6/8/2019,Finland,Bosnia and Herzegovina,2,0,UEFA Euro qualification
6/8/2019,Armenia,Liechtenstein,3,0,UEFA Euro qualification
6/8/2019,Greece,Italy,0,3,UEFA Euro qualification
6/8/2019,Botswana,Zambia,0,1,COSAFA Cup
6/8/2019,Angola,Guinea-Bissau,2,0,Friendly
6/8/2019,Nigeria,Zimbabwe,0,0,Friendly
6/8/2019,Singapore,Solomon Islands,4,3,Friendly
6/9/2019,Brazil,Honduras,7,0,Friendly
6/9/2019,Cameroon,Zambia,2,1,Friendly
6/9/2019,DR Congo,Burkina Faso,0,0,Friendly
6/9/2019,Japan,El Salvador,2,0,Kirin Challenge Cup
6/9/2019,Mexico,Ecuador,3,2,Friendly
6/9/2019,Paraguay,Guatemala,2,0,Friendly
6/9/2019,Peru,Colombia,0,3,Friendly
6/9/2019,Turkmenistan,Uganda,0,0,Friendly
6/9/2019,United States,Venezuela,0,3,Friendly
6/9/2019,Switzerland,England,0,0,UEFA Nations League
6/9/2019,Portugal,Netherlands,1,0,UEFA Nations League
6/10/2019,Czech Republic,Montenegro,3,0,UEFA Euro qualification
6/10/2019,Bulgaria,Kosovo,2,3,UEFA Euro qualification
6/10/2019,Serbia,Lithuania,4,1,UEFA Euro qualification
6/10/2019,Ukraine,Luxembourg,1,0,UEFA Euro qualification
6/10/2019,Republic of Ireland,Gibraltar,2,0,UEFA Euro qualification
6/10/2019,Denmark,Georgia,5,1,UEFA Euro qualification
6/10/2019,Faroe Islands,Norway,0,2,UEFA Euro qualification
6/10/2019,Malta,Romania,0,4,UEFA Euro qualification
6/10/2019,Spain,Sweden,3,0,UEFA Euro qualification
6/10/2019,North Macedonia,Austria,1,4,UEFA Euro qualification
6/10/2019,Poland,Israel,4,0,UEFA Euro qualification
6/10/2019,Latvia,Slovenia,0,5,UEFA Euro qualification
6/10/2019,Vanuatu,Fiji,0,0,Friendly
6/11/2019,Germany,Estonia,8,0,UEFA Euro qualification
6/11/2019,Belarus,Northern Ireland,0,1,UEFA Euro qualification
6/11/2019,Azerbaijan,Slovakia,1,5,UEFA Euro qualification
6/11/2019,Hungary,Wales,1,0,UEFA Euro qualification
6/11/2019,Iceland,Turkey,2,1,UEFA Euro qualification
6/11/2019,Albania,Moldova,2,0,UEFA Euro qualification
6/11/2019,Andorra,France,0,4,UEFA Euro qualification
6/11/2019,Kazakhstan,San Marino,4,0,UEFA Euro qualification
6/11/2019,Belgium,Scotland,3,0,UEFA Euro qualification
6/11/2019,Russia,Cyprus,1,0,UEFA Euro qualification
6/11/2019,Italy,Bosnia and Herzegovina,2,1,UEFA Euro qualification
6/11/2019,Liechtenstein,Finland,0,2,UEFA Euro qualification
6/11/2019,Greece,Armenia,2,3,UEFA Euro qualification
6/11/2019,Algeria,Burundi,1,1,Friendly
6/11/2019,Benin,Guinea,1,0,Friendly
6/11/2019,China PR,Tajikistan,1,0,Friendly
6/11/2019,Croatia,Tunisia,1,2,Friendly
6/11/2019,Hong Kong,Taiwan,0,2,Friendly
6/11/2019,Jordan,Indonesia,4,1,Friendly
6/11/2019,South Korea,Iran,1,1,Friendly
6/11/2019,Kyrgyzstan,Palestine,2,2,Friendly
6/11/2019,Singapore,Myanmar,1,2,Friendly
6/11/2019,Uzbekistan,Syria,2,0,Friendly
6/11/2019,Bangladesh,Laos,0,0,FIFA World Cup qualification
6/11/2019,Brunei,Mongolia,2,1,FIFA World Cup qualification
6/11/2019,Guam,Bhutan,5,0,FIFA World Cup qualification
6/11/2019,Pakistan,Cambodia,1,2,FIFA World Cup qualification
6/11/2019,Sri Lanka,Macau,3,0,FIFA World Cup qualification
6/11/2019,Malaysia,Timor-Leste,5,1,FIFA World Cup qualification
6/12/2019,Morocco,Gambia,0,1,Friendly
6/13/2019,Egypt,Tanzania,1,0,Friendly
6/14/2019,Cameroon,Mali,1,1,Friendly
6/14/2019,Madagascar,Mauritania,1,3,Friendly
6/14/2019,Brazil,Bolivia,3,0,Copa América
6/15/2019,Venezuela,Peru,0,0,Copa América
6/15/2019,Argentina,Colombia,0,2,Copa América
6/15/2019,Mexico,Cuba,7,0,Gold Cup
6/15/2019,Ghana,South Africa,0,0,Friendly
6/15/2019,Indonesia,Vanuatu,6,0,Friendly
6/15/2019,Ivory Coast,Uganda,0,1,Friendly
6/15/2019,Kenya,DR Congo,1,1,Friendly
6/15/2019,Tanzania,Zimbabwe,1,1,Friendly
6/16/2019,Paraguay,Qatar,2,2,Copa América
6/16/2019,Uruguay,Ecuador,4,0,Copa América
6/16/2019,Haiti,Bermuda,2,1,Gold Cup
6/16/2019,Costa Rica,Nicaragua,4,0,Gold Cup
6/16/2019,Algeria,Mali,3,2,Friendly
6/16/2019,Egypt,Guinea,3,1,Friendly
6/16/2019,Morocco,Zambia,2,3,Friendly
6/16/2019,Senegal,Nigeria,1,0,Friendly
6/17/2019,Japan,Chile,0,4,Copa América
6/17/2019,Curaçao,El Salvador,0,1,Gold Cup
6/17/2019,Jamaica,Honduras,3,2,Gold Cup
6/17/2019,Tunisia,Burundi,2,1,Friendly
6/18/2019,Bolivia,Peru,1,3,Copa América
6/18/2019,Brazil,Venezuela,0,0,Copa América
6/18/2019,Panama,Trinidad and Tobago,2,0,Gold Cup
6/18/2019,United States,Guyana,4,0,Gold Cup
6/18/2019,Benin,Mauritania,3,1,Friendly
6/19/2019,Colombia,Qatar,1,0,Copa América
6/19/2019,Argentina,Paraguay,1,1,Copa América
6/19/2019,Mexico,Canada,3,1,Gold Cup
6/19/2019,Ivory Coast,Zambia,4,1,Friendly
6/20/2019,Uruguay,Japan,2,2,Copa América
6/20/2019,Nicaragua,Haiti,0,2,Gold Cup
6/20/2019,Costa Rica,Bermuda,2,1,Gold Cup
6/21/2019,Egypt,Zimbabwe,1,0,African Cup of Nations
6/21/2019,Ecuador,Chile,1,2,Copa América
6/21/2019,El Salvador,Jamaica,0,0,Gold Cup
6/21/2019,Honduras,Curaçao,0,1,Gold Cup
6/22/2019,DR Congo,Uganda,0,2,African Cup of Nations
6/22/2019,Nigeria,Burundi,1,0,African Cup of Nations
6/22/2019,Guinea,Madagascar,2,2,African Cup of Nations
6/22/2019,Bolivia,Venezuela,1,3,Copa América
6/22/2019,Guyana,Panama,2,4,Gold Cup
6/22/2019,United States,Trinidad and Tobago,6,0,Gold Cup
6/22/2019,Brazil,Peru,5,0,Copa América
6/23/2019,Senegal,Tanzania,2,0,African Cup of Nations
6/23/2019,Algeria,Kenya,2,0,African Cup of Nations
6/23/2019,Morocco,Namibia,1,0,African Cup of Nations
6/23/2019,Colombia,Paraguay,1,0,Copa América
6/23/2019,Qatar,Argentina,0,2,Copa América
6/23/2019,Canada,Cuba,7,0,Gold Cup
6/24/2019,Ivory Coast,South Africa,1,0,African Cup of Nations
6/24/2019,Tunisia,Angola,1,1,African Cup of Nations
6/24/2019,Mali,Mauritania,4,1,African Cup of Nations
6/24/2019,Chile,Uruguay,0,1,Copa América
6/24/2019,Ecuador,Japan,1,1,Copa América
6/24/2019,Bermuda,Nicaragua,2,0,Gold Cup
6/24/2019,Haiti,Costa Rica,2,1,Gold Cup
6/25/2019,Cameroon,Guinea-Bissau,2,0,African Cup of Nations
6/25/2019,Ghana,Benin,2,2,African Cup of Nations
6/25/2019,Jamaica,Curaçao,1,1,Gold Cup
6/25/2019,Honduras,El Salvador,4,0,Gold Cup
6/26/2019,Uganda,Zimbabwe,1,1,African Cup of Nations
6/26/2019,Egypt,DR Congo,2,0,African Cup of Nations
6/26/2019,Nigeria,Guinea,1,0,African Cup of Nations
6/26/2019,Trinidad and Tobago,Guyana,1,1,Gold Cup
6/26/2019,United States,Panama,1,0,Gold Cup
6/27/2019,Madagascar,Burundi,1,0,African Cup of Nations
6/27/2019,Senegal,Algeria,0,1,African Cup of Nations
6/27/2019,Kenya,Tanzania,3,2,African Cup of Nations
6/27/2019,Brazil,Paraguay,0,0,Copa América
